ANOMES,ANOEXERCICIO,MES,NOMEORGAO,CNPJORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,RECEITAREALIZADA
201409,2014,Set,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",3521741000106,Indireta,Executivo,83.33,"ALIENAÇÃO DE OUTROS BENS IMÓVEIS",
201409,2014,Set,"FUNDO DE FOM. AO DESENV. ECON.E SOCIAL",3280530000129,Direta,Executivo,,"ALIENAÇÃO DE OUTROS BENS IMÓVEIS",0.0
201409,2014,Set,"AGENCIA GOIANA DE TURISMO",3549463000103,Indireta,Executivo,4166.66,ALUGUEIS,
201409,2014,Set,EMATER,13232306000115,Indireta,Executivo,2833.34,ALUGUEIS,4800.0
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,479666.64,ALUGUEIS,746739.5
201409,2014,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,391333.32,ALUGUEIS,525314.5
201409,2014,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,33499.98,ALUGUEIS,180182.54
201409,2014,Set,"FUNDO DE MODERNIZACAO DO MINIST PUBLICO",7004223000176,Direta,N/A,4833.34,ALUGUEIS,5361.24
201409,2014,Set,"FUNDO ESP. DE REAPARELHAMENTO DO T.C.M.",6881263000133,Direta,Legislativo,6166.66,ALUGUEIS,3620.0
201409,2014,Set,"FUNDO EST. DE SEGURANÇA PÚBLICA-FUNESP",2658753000114,Direta,Executivo,2333.32,ALUGUEIS,
201409,2014,Set,"FUNDO ESTADUAL DE CIENCIA E TECNOLOGIA",743928000166,Direta,Executivo,188833.34,ALUGUEIS,
201409,2014,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,193583.33000000002,"AMORTIZACAO DE EMPRESTIMOS",3981511.16
201409,2014,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,50916.67,"AMORTIZACAO DE EMPRESTIMOS - FOMENTAR",3527812.83
201409,2014,Set,"FUNDO PART.A INDUSTRIALIZACAO-FOMENTAR",1460666000195,Direta,Executivo,50916.67,"AMORTIZACAO DE EMPRESTIMOS - FOMENTAR",3527812.83
201409,2014,Set,FUNPRODUZIR,4352350000178,Direta,Executivo,134583.33000000002,"AMORTIZACAO DE EMPRESTIMOS - PRODUZIR",387210.10000000003
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,193583.33000000002,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",3981511.16
201409,2014,Set,"FUNDO ESP.DE GERACAO DE EMPREG.E RENDA",3198567000102,Direta,Executivo,8083.33,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"AMORTIZAÇÃO DE EMPRÉSTIMOS - FUNMINERAL",66488.23
201409,2014,Set,"FUNDO DE FOMENTO A MINERACAO",3609406000164,Direta,Executivo,,"AMORTIZAÇÃO DE EMPRÉSTIMOS - FUNMINERAL",66488.23
201409,2014,Set,"FUNDO ESPECIAL DE SAUDE - FUNESA",544963000156,Direta,Executivo,1819833.33,"ASSISTENCIA FARMACEUTICA",
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,10000.0,"ATENÇÃO BÁSICA",52920.0
201409,2014,Set,"FUNDO ESTADUAL DE SAUDE- FES",544963000156,Direta,Executivo,10000.0,"ATENÇÃO BÁSICA",52920.0
201409,2014,Set,"FUNDO ESTADUAL DE SAUDE- FES",544963000156,Direta,Executivo,4026833.33,"ATENÇÃO DE MAC. AMBULATORIAL E HOSPITALAR",3363541.41
201409,2014,Set,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,166.67000000000002,"ATUALIZACAO MONETARIA DE ORIGEM NAO TRIBUTARIA",170.4
201409,2014,Set,"ESTADO DE GOIAS - PODER LEGISLATIVO",,N/A,N/A,,"ATUALIZAÇÃO MONETÁRIA DA DIVIDA ATIVA NÃO TRIBUTARIA DE OUTRAS RECEITAS - PRINCIPAL",2494.93
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,250.0,"ATUALIZAçÂO MONETÁRIA DE OUTROS TRIBUTOS DA DÍVIDA ATIVA - PRINCIPAL",1599.89
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,6927250.0,"BOLSA GARANTIA FOMENTAR",6427353.34
201409,2014,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,6927250.0,"BOLSA GARANTIA FOMENTAR",6427353.34
201409,2014,Set,EMATER,13232306000115,Indireta,Executivo,87500.0,"COMERCIALIZACAO DE OUTROS PRODUTOS VEGETAIS",0.0
201409,2014,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,87500.0,"COMERCIALIZACAO DE OUTROS PRODUTOS VEGETAIS",0.0
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,87500.0,"COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",0.0
201409,2014,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,87500.0,"COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",0.0
201409,2014,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,,"COMPENSACAO FINANCEIRA PREVIDENCIARIA",687328.56
201409,2014,Set,"FUNDO FIN. PREV. SERVIDOR",18867930000102,Indireta,Executivo,1833166.67,"COMPENSACAO FINANCEIRA PREVIDENCIARIA",0.0
201409,2014,Set,"AGENCIA GOIANA DE ESPORTE E LAZER",5470294000139,Indireta,Executivo,101166.67,"CONCESSÃO DE EVENTOS ESPORTIVOS",1500.0
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,101166.67,"CONCESSÃO DE EVENTOS ESPORTIVOS",1500.0
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,,"CONTRATOS DIVIDA PÚBLICA ESTADUAL INTERN",4.1468390338E8
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,4.172316667E7,"CONTRIBUICAO DE SERVIDOR ATIVO CIVIL",3.048459508E7
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,4.172316667E7,"CONTRIBUICAO DE SERVIDOR ATIVO CIVIL",3.048459508E7
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,8.222508333E7,"CONTRIBUICAO PARA ASSISTENCIA HOSPITALAR INTEGRAL",7.665467786E7
201409,2014,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,8.222508333E7,"CONTRIBUICAO PARA ASSISTENCIA HOSPITALAR INTEGRAL",7.665467786E7
201409,2014,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,191750.0,"CONTRIBUICAO PATRONAL - ATIVO CIVIL",169669.30000000002
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,833.33,"CONTRIBUICAO PATRONAL - ATIVO MILITAR",1048.33
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,833.33,"CONTRIBUICAO PATRONAL - ATIVO MILITAR",1048.33
201409,2014,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,208333.33000000002,"CONTRIBUICOES DE PENSIONISTA MILITAR",250598.56
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,2833333.33,"CONTRIBUICOES DE SERVIDOR INATIVO CIVIL",3718181.7199999997
201409,2014,Set,"GOIÁS PREVIDÊNCIA",11991625000189,Indireta,Executivo,,"CONTRIBUICOES DE SERVIDOR INATIVO CIVIL",-341984.18
201409,2014,Set,"GOIÁS PREVIDÊNCIA",11991625000189,Indireta,Executivo,,"CONTRIBUICOES PREVIDENCIARIAS DO REGIME PROPRIO",-2052684.6
201409,2014,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,8.222508333E7,"CONTRIBUICOES SOCIAIS",7.460199326E7
201409,2014,Set,"FUNDO ESP.DE GERACAO DE EMPREG.E RENDA",3198567000102,Direta,Executivo,166.67000000000002,"CONTRIBUICOES SOCIAIS",
201409,2014,Set,"INST.DE ASSIST.SERV.PUB. ESTADO DE GOIAS",1246693000160,Indireta,Executivo,8.222508333E7,"CONTRIBUICOES SOCIAIS",7.665467786E7
201409,2014,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,3.464058334E7,"CONTRIBUIÇÃO PATRONAL - ATIVO CIVIL",6.214926049E7
201409,2014,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,,"CONTRIBUIÇÃO PATRONAL - ATIVO CIVIL",0.0
201409,2014,Set,"FUNDO FIN. PREV. SERVIDOR",18867930000102,Indireta,Executivo,3.464041667E7,"CONTRIBUIÇÃO PATRONAL - ATIVO CIVIL",6.14308416E7
201409,2014,Set,"FUNDO PREVIDENCIÁRIO",18867918000106,Indireta,Executivo,166.67000000000002,"CONTRIBUIÇÃO PATRONAL - ATIVO CIVIL",718418.89
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,1.416683334E7,"CONTRIBUIÇÃO PATRONAL - ATIVO MILITAR",2.241549078E7
201409,2014,Set,"FUNDO PREVIDENCIÁRIO",18867918000106,Indireta,Executivo,166.67000000000002,"CONTRIBUIÇÃO PATRONAL - ATIVO MILITAR",
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,1.112E7,"CONTRIBUIÇÕES AO PROTEGE",1.17906986E7
201409,2014,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,1.112E7,"CONTRIBUIÇÕES AO PROTEGE",1.17906986E7
201409,2014,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,4.897408333E7,"CONTRIBUIÇÕES PARA REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO",8.610897594E7
201409,2014,Set,"FUNDO FIN. PREV. SERVIDOR",18867930000102,Indireta,Executivo,3.480708333E7,"CONTRIBUIÇÕES PARA REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO",6.297506627E7
201409,2014,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,,"CONTRIBUIÇÕES SOCIAIS",347901.4
201409,2014,Set,"GOIÁS PREVIDÊNCIA",11991625000189,Indireta,Executivo,,"CONTRIBUIÇÕES SOCIAIS",347901.4
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,8960166.67,"COTA - PARTE DA CONTRIBUICAO DO SALARIO EDUCACAO",8790565.66
201409,2014,Set,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,,"COTA PARTE DA CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMINIO ECONOMICO - CIDE",0.0
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"COTA PARTE DA CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMINIO ECONOMICO - CIDE",0.0
201409,2014,Set,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,7214333.33,"COTA PARTE DE COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS",5018982.12
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,7214333.33,"COTA PARTE DE COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS",5018982.12
201409,2014,Set,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,664916.67,"COTA-PARTE DO FUNDO ESPECIAL DO PETROLEO - FEP",730555.3200000001
201409,2014,Set,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,664916.67,"COTA-PARTE DO FUNDO ESPECIAL DO PETROLEO - FEP",730555.3200000001
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,5576583.33,"COTA-PARTE DO IMPOSTO S/ PRODUTOS INDUSTRIALIZADOS - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS",8815149.42
201409,2014,Set,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,5576583.33,"COTA-PARTE DO IMPOSTO S/ PRODUTOS INDUSTRIALIZADOS - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS",8815149.42
201409,2014,Set,"PROTEGE GOIAS",6084202000145,Direta,Executivo,18000.0,"Credito Especial de Investimento- Portege Goias- Lei 15.454/2005",0.0
201409,2014,Set,"AG. GOIANA DE DEFESA AGROPECUARIA",6064227000187,Indireta,Executivo,-258416.67,"DEDUCAO DA RECEITA TRIBUTARIA",0.0
201409,2014,Set,"DEP. EST. DE TRÂNSITO DE GOIÁS- DETRAN",2872448000120,Indireta,Executivo,-2.399766667E7,"DEDUCAO DA RECEITA TRIBUTARIA",0.0
201409,2014,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-2.425608334E7,"DEDUCAO DA RECEITA TRIBUTARIA",0.0
201409,2014,Set,"JUNTA COMERCIAL EST. GOIÁS - JUCEG",2088698000174,Indireta,Executivo,,"DEDUCAO DA RECEITA TRIBUTARIA",0.0
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,-325333.33,"DEDUCAO DA TRANSF. FINANCEIRA DO ICMS DESON. L.C. Nº 87/96 P/ FORMACAO DO FUNDEB",-325338.0
201409,2014,Set,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,-325333.33,"DEDUCAO DA TRANSF. FINANCEIRA DO ICMS DESON. L.C. Nº 87/96 P/ FORMACAO DO FUNDEB",-325338.0
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-3.309525E7,"DEDUCAO DE RECEITA DO FPE PARA FORMAÇÃO DO FUNDEB",-2.870472021E7
201409,2014,Set,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,-1115333.33,"DEDUCAO DE RECEITA IPI EXPORTAÇÃO PARA FORMAÇÃO DO FUNDEB",-1322272.4
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-1115333.33,"DEDUCAO DE RECEITA IPI EXPORTAÇÃO PARA FORMAÇÃO DO FUNDEB",-1322272.4
201409,2014,Set,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,-1115333.33,"DEDUCAO DE RECEITA IPI EXPORTAÇÃO PARA FORMAÇÃO DO FUNDEB",-1322272.4
201409,2014,Set,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,-7201416.67,"DEDUÇAO DA RECEITA DE IPVA P/ FORMAÇÃO DO FUNDEB",-9408046.47
201409,2014,Set,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,-2832916.67,"DEDUÇAO DA RECEITA DE ITCD P/ FORMAÇÃO DO FUNDEB",-4315875.14
201409,2014,Set,"AG. GOIANA DE REG. CONT. E FISC. S.PUBL",3537650000169,Indireta,Executivo,,"DEDUÇAO DE OUTRAS TAXAS PELO PODER DE POLICIA",0.0
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"DEDUÇAO DE OUTRAS TAXAS PELO PODER DE POLICIA",0.0
201409,2014,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,,"DEDUÇAO DE OUTRAS TAXAS PELO PODER DE POLICIA",0.0
201409,2014,Set,"FUNDO ESTADUAL DE SAUDE- FES",544963000156,Direta,Executivo,,"DEDUÇAO DE OUTRAS TAXAS PELO PODER DE POLICIA",0.0
201409,2014,Set,"DEP. EST. DE TRÂNSITO DE GOIÁS- DETRAN",2872448000120,Indireta,Executivo,-2.59705E7,"DEDUÇÃO DA RECEITA CORRENTE",0.0
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,-1500.0,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS",
201409,2014,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-1500.0,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS",
201409,2014,Set,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",3521741000106,Indireta,Executivo,-83.33,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE GRANDE PORTE",
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,-83.33,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE GRANDE PORTE",
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-83.33,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE GRANDE PORTE",
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,-333.33,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE MÉDIO PORTE",
201409,2014,Set,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",3521741000106,Indireta,Executivo,-35000.0,"DEDUÇÃO DA RECEITA DE COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,-35000.0,"DEDUÇÃO DA RECEITA DE COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",
201409,2014,Set,EMATER,13232306000115,Indireta,Executivo,-833.33,"DEDUÇÃO DA RECEITA DE COMERCIALIZAÇÃO DE REFUGOS",
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-833.33,"DEDUÇÃO DA RECEITA DE COMERCIALIZAÇÃO DE REFUGOS",
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-16666.670000000002,"DEDUÇÃO DA RECEITA DE COMERCIALIZAÇÃO DE SEMENTES E MUDAS",
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,-4.320866667E7,"DEDUÇÃO DA RECEITA DE IPVA",-5.64883726E7
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-4.320866667E7,"DEDUÇÃO DA RECEITA DE IPVA",-5.64883726E7
201409,2014,Set,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",3521741000106,Indireta,Executivo,-3750.0,"DEDUÇÃO DA RECEITA DE ROYALTIES DA COMERCIALIZAÇÃO DE CULTIVARES",
201409,2014,Set,EMATER,13232306000115,Indireta,Executivo,-3750.0,"DEDUÇÃO DA RECEITA DE ROYALTIES DA COMERCIALIZAÇÃO DE CULTIVARES",
201409,2014,Set,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",3521741000106,Indireta,Executivo,-30000.0,"DEDUÇÃO DA RECEITA DE SERVIÇOS DE CONSULTORIA, ASSISTÊNCIA TÉCNICA E ANÁLISE DE PROJETOS - APLICAÇÕES LIVRES",
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-30000.0,"DEDUÇÃO DA RECEITA DE SERVIÇOS DE CONSULTORIA, ASSISTÊNCIA TÉCNICA E ANÁLISE DE PROJETOS - APLICAÇÕES LIVRES",
201409,2014,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-30000.0,"DEDUÇÃO DA RECEITA DE SERVIÇOS DE CONSULTORIA, ASSISTÊNCIA TÉCNICA E ANÁLISE DE PROJETOS - APLICAÇÕES LIVRES",
201409,2014,Set,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",3521741000106,Indireta,Executivo,-17333.34,"DEDUÇÃO DA RECEITA DE SERVIÇOS DE HOSPEDAGEM E ALIMENTAÇÃO",
201409,2014,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-17333.34,"DEDUÇÃO DA RECEITA DE SERVIÇOS DE HOSPEDAGEM E ALIMENTAÇÃO",
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"DEDUÇÃO DA RECEITA DE TRANSFERENCIAS CONSTITUCIONAIS AOS MUNICIPIOS - IPI",-2203787.36
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,-2.6180383333E8,"DEDUÇÃO DA RECEITA DE TRANSFERENCIAS CONTITUCIONAIS AOS MUNICIPIOS - ICMS",-3.2158664538E8
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,-3.600725E7,"DEDUÇÃO DA RECEITA DE TRANSFERENCIAS CONTITUCIONAIS AOS MUNICIPIOS - IPVA",-4.703929787E7
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,,"DEDUÇÃO DAS CONTRIBUIÇÕES PREVIDENCIARIAS DO REGIME PROPRIO",752295.12
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"DEDUÇÃO DAS CONTRIBUIÇÕES PREVIDENCIARIAS DO REGIME PROPRIO",752295.12
201409,2014,Set,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,,"DEDUÇÃO DAS CONTRIBUIÇÕES PREVIDENCIARIAS DO REGIME PROPRIO",3669073.35
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,,"DEDUÇÃO DAS CONTRIBUIÇÕES SOCIAIS",752295.12
201409,2014,Set,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,,"DEDUÇÃO DAS CONTRIBUIÇÕES SOCIAIS",-2916778.23
201409,2014,Set,"FUNDO FIN. PREV. SERVIDOR",18867930000102,Indireta,Executivo,,"DEDUÇÃO DAS CONTRIBUIÇÕES SOCIAIS",-2882597.0700000003
201409,2014,Set,"FUNDO PREVIDENCIÁRIO",18867918000106,Indireta,Executivo,,"DEDUÇÃO DAS CONTRIBUIÇÕES SOCIAIS",-34181.16
201409,2014,Set,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,-3.421058333E7,"DEDUÇÃO DAS PARTICIPAÇÕES NA RECEITA DA UNIAO",-3.223077997E7
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,,"DEDUÇÃO DAS RECEITAS DE ALUGUEIS",-12000.0
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,,"DEDUÇÃO DAS RECEITAS DE CAPITAL",0.0
201409,2014,Set,"FUNDO PREVIDENCIÁRIO",18867918000106,Indireta,Executivo,,"DEDUÇÃO DAS RECEITAS DE CONTRIBUIÇÕES",0.0
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-4.2485416666E8,"DEDUÇÃO DAS RECEITAS DE ICMS",-5.1463569853E8
201409,2014,Set,"PROTEGE GOIAS",6084202000145,Direta,Executivo,-5968083.33,"DEDUÇÃO DAS RECEITAS DE ICMS",0.0
201409,2014,Set,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,-4.604158333E7,"DEDUÇÃO DAS RECEITAS DE IMPOSTOS S/ PATRIMONIO E A RENDA",-6.081319278E7
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,-4.2485416666E8,"DEDUÇÃO DAS RECEITAS DE IMPOSTOS S/ PRODUÇÃO E CIRCULAÇÃO",-5.1463569853E8
201409,2014,Set,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,-4.1888608333E8,"DEDUÇÃO DAS RECEITAS DE IMPOSTOS S/ PRODUÇÃO E CIRCULAÇÃO",-5.1463569853E8
201409,2014,Set,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",3521741000106,Indireta,Executivo,-95000.0,"DEDUÇÃO DAS RECEITAS DE SERVIÇOS",
201409,2014,Set,"DEP. EST. DE TRÂNSITO DE GOIÁS- DETRAN",2872448000120,Indireta,Executivo,-713166.67,"DEDUÇÃO DAS RECEITAS DE SERVIÇOS",0.0
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,-814333.34,"DEDUÇÃO DAS RECEITAS DE SERVIÇOS",-6297.57
201409,2014,Set,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-814333.34,"DEDUÇÃO DAS RECEITAS DE SERVIÇOS",-6297.57
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,-3.453591667E7,"DEDUÇÃO DAS TRANSFERENCIAS CORRENTES",0.0
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,-3.453591667E7,"DEDUÇÃO DAS TRANSFERENCIAS DA UNIAO",-3.255611797E7
201409,2014,Set,"ESTADO DE GOIAS",,N/A,N/A,-3.453591667E7,"DEDUÇÃO DAS TRANSFERENCIAS INTERGOVENAMENTAIS",0.0
