ANOMES,ANOEXERCICIO,MES,NOMEORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,CNPJORGAO,RECEITAREALIZADA
201503,2015,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,221333.33000000002,"AMORTIZACAO DE EMPRESTIMOS",,342148.81
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,221333.33000000002,"AMORTIZACAO DE EMPRESTIMOS",,342148.81
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,58916.67,"AMORTIZACAO DE EMPRESTIMOS - FOMENTAR",,0.0
201503,2015,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,155583.33000000002,"AMORTIZACAO DE EMPRESTIMOS - PRODUZIR",,342148.81
201503,2015,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,221333.33000000002,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",,342148.81
201503,2015,Mar,FUNMINERAL,Direta,Executivo,1000.0,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",3609406000164,0.0
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,1000.0,"AMORTIZAÇÃO DE EMPRÉSTIMOS - FUNMINERAL",,0.0
201503,2015,Mar,"FUNDO ESPECIAL DE SAUDE - FUNESA",Direta,Executivo,4833333.33,"ATENÇÃO DE MAC. AMBULATORIAL E HOSPITALAR",544963000156,
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,83.33,"ATUALIZACAO MONETARIA DE ORIGEM NAO TRIBUTARIA",,
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,83.33,"ATUALIZACAO MONETARIA DE ORIGEM NAO TRIBUTARIA",,
201503,2015,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,1083.33,"ATUALIZAçÂO MONETÁRIA DE OUTROS TRIBUTOS DA DÍVIDA ATIVA - PRINCIPAL",,470.33
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,766000.0,"BLOCO DE INVESTIMENTOS NA REDE DE SERVIÇOS DE SAUDE",,30000.0
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,766000.0,"BLOCO DE INVESTIMENTOS NA REDE DE SERVIÇOS DE SAUDE",,30000.0
201503,2015,Mar,"FUNDO SOCIAL DE LOTERIA",Direta,Executivo,7084500.0,"BOLSA GARANTIA FOMENTAR",4354889000166,
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,22166.670000000002,"COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",,0.0
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,858500.0,"COMPENSACAO FINANCEIRA PREVIDENCIARIA",,733149.2000000001
201503,2015,Mar,"FUNDO FIN. PREV. MILITAR",Indireta,Executivo,83.33,"COMPENSACAO FINANCEIRA PREVIDENCIARIA",18798607000124,
201503,2015,Mar,"GOIÁS PREVIDÊNCIA",Indireta,Executivo,416666.67,"COMPENSACAO FINANCEIRA PREVIDENCIARIA",11991625000189,733149.2000000001
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,4416.67,"CONCESSÕES E PERMISSÕES DO FUNDER",,6666.58
201503,2015,Mar,FUNDER,Direta,Executivo,4416.67,"CONCESSÕES E PERMISSÕES DO FUNDER",985566000110,6666.58
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,,"CONTRATOS DIVIDA PÚBLICA ESTADUAL INTERN",,0.0
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,,"CONTRATOS DIVIDA PÚBLICA ESTADUAL INTERN",,0.0
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,3.441666667E7,"CONTRIBUICAO DE SERVIDOR ATIVO CIVIL",,4.257714642E7
201503,2015,Mar,"FUNDO PREVIDENCIÁRIO",Indireta,Executivo,666666.67,"CONTRIBUICAO DE SERVIDOR ATIVO CIVIL",18867918000106,864028.22
201503,2015,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,1.191666667E7,"CONTRIBUICAO DE SERVIDOR ATIVO MILITAR",,1.338563795E7
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,8.841666667E7,"CONTRIBUICAO PARA ASSISTENCIA HOSPITALAR INTEGRAL",,8.593087256E7
201503,2015,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,50083.33,"CONTRIBUICAO PATRONAL - ATIVO CIVIL",,195336.83000000002
201503,2015,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,1750083.33,"CONTRIBUICOES DE PENSIONISTA CIVIL",,1800561.5
201503,2015,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,1266666.67,"CONTRIBUICOES DE SERVID. INATIVO MILITAR",,2400761.38
201503,2015,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,3416750.0,"CONTRIBUICOES DE SERVIDOR INATIVO CIVIL",,3912666.26
201503,2015,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,83.33,"CONTRIBUICOES DE SERVIDOR INATIVO CIVIL",,2328496.92
201503,2015,Mar,"FUNDO FIN. PREV. SERVIDOR",Indireta,Executivo,3416666.67,"CONTRIBUICOES DE SERVIDOR INATIVO CIVIL",18867930000102,3912666.26
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,5.321650001E7,"CONTRIBUICOES PREVIDENCIARIAS DO REGIME PROPRIO",,6.793419836E7
201503,2015,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,2666916.67,"CONTRIBUICOES PREVIDENCIARIAS DO REGIME PROPRIO",,1.512721454E7
201503,2015,Mar,"FUNDO FIN. PREV. MILITAR",Indireta,Executivo,1.341591667E7,"CONTRIBUICOES PREVIDENCIARIAS DO REGIME PROPRIO",18798607000124,1.615277382E7
201503,2015,Mar,"FUNDO FIN. PREV. SERVIDOR",Indireta,Executivo,3.646666667E7,"CONTRIBUICOES PREVIDENCIARIAS DO REGIME PROPRIO",18867930000102,3.554877225E7
201503,2015,Mar,"FUNDO PREVIDENCIÁRIO",Indireta,Executivo,667000.0,"CONTRIBUICOES PREVIDENCIARIAS DO REGIME PROPRIO",18867918000106,1105437.75
201503,2015,Mar,"FUNDO FIN. PREV. SERVIDOR",Indireta,Executivo,3.646666667E7,"CONTRIBUICOES SOCIAIS",18867930000102,3.554877225E7
201503,2015,Mar,"GOIÁS PREVIDÊNCIA",Indireta,Executivo,2666916.67,"CONTRIBUICOES SOCIAIS",11991625000189,1.512721454E7
201503,2015,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,1666666.67,"CONTRIBUIÇÃO DO FOMENTAR/PRODUZIR LEI Nº 18.360/2013",,5866316.83
201503,2015,Mar,"FUNDO FIN. PREV. SERVIDOR",Indireta,Executivo,6.25E7,"CONTRIBUIÇÃO PATRONAL - ATIVO CIVIL",18867930000102,6.279504452E7
201503,2015,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,2.383333333E7,"CONTRIBUIÇÃO PATRONAL - ATIVO MILITAR",,2.67699996E7
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,2.383333333E7,"CONTRIBUIÇÃO PATRONAL - ATIVO MILITAR",,2.67699996E7
201503,2015,Mar,"FUNDO FIN. PREV. MILITAR",Indireta,Executivo,2.383333333E7,"CONTRIBUIÇÃO PATRONAL - ATIVO MILITAR",18798607000124,2.67699996E7
201503,2015,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,1.30425E7,"CONTRIBUIÇÕES AO PROTEGE",,1.053811047E7
201503,2015,Mar,"FUNDO SOCIAL DE LOTERIA",Direta,Executivo,1.30425E7,"CONTRIBUIÇÕES AO PROTEGE",4354889000166,
201503,2015,Mar,"FUNDO FIN. PREV. MILITAR",Indireta,Executivo,2.383333333E7,"CONTRIBUIÇÕES PARA REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO",18798607000124,2.67699996E7
201503,2015,Mar,"FUNDO FIN. PREV. SERVIDOR",Indireta,Executivo,6.250008333E7,"CONTRIBUIÇÕES PARA REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO",18867930000102,6.492040194E7
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,8.700033333E7,"CONTRIBUIÇÕES SOCIAIS",,9.264440975E7
201503,2015,Mar,"FUNDO FIN. PREV. MILITAR",Indireta,Executivo,2.383333333E7,"CONTRIBUIÇÕES SOCIAIS",18798607000124,2.67699996E7
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,8756583.33,"COTA - PARTE DA CONTRIBUICAO DO SALARIO EDUCACAO",,9167159.97
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,,"COTA PARTE DA CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMINIO ECONOMICO - CIDE",,0.0
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,,"COTA PARTE DA CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMINIO ECONOMICO - CIDE",,0.0
201503,2015,Mar,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,,"COTA PARTE DA CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMINIO ECONOMICO - CIDE",1409655000180,0.0
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,7198250.0,"COTA PARTE DE COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS",,1.169592678E7
201503,2015,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,1664166.67,"COTA-PARTE DA COMPENSACAO FINANCEIRA DE RECURSOS MINERAIS",,1121592.75
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,1.8244308333E8,"COTA-PARTE DO FUNDO DE PARTICIPACAO DOS ESTADOS E DO DISTRITO FEDERAL",,1.6425959074E8
201503,2015,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,757500.0,"COTA-PARTE DO FUNDO ESPECIAL DO PETROLEO - FEP",,404822.81
201503,2015,Mar,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,9172583.33,"COTA-PARTE DO IMPOSTO S/ PRODUTOS INDUSTRIALIZADOS - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS",1409655000180,7931142.02
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,83.33,"COTA-PARTE DO IMPOSTO S/OPERACOES DE CREDITO, CAMBIO E SEGURO OU RELATIVAS A TITULOS OU VALORES MOBILIARIOS - COMERCIALI",,
201503,2015,Mar,"PROTEGE GOIAS",Direta,Executivo,3750.0,"Credito Especial de Investimento- Portege Goias- Lei 15.454/2005",6084202000145,20004.63
201503,2015,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,-1.653666666E7,"DEDUCAO DA RECEITA TRIBUTARIA",,-1.957851647E7
201503,2015,Mar,"FUNDO ESTADUAL DE SAUDE- FES",Direta,Executivo,,"DEDUCAO DA RECEITA TRIBUTARIA",544963000156,0.0
201503,2015,Mar,"PROTEGE GOIAS",Direta,Executivo,-6836500.0,"DEDUCAO DA RECEITA TRIBUTARIA",6084202000145,
201503,2015,Mar,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,-3.648858333E7,"DEDUCAO DE RECEITA DO FPE PARA FORMAÇÃO DO FUNDEB",1409655000180,-3.285191812E7
201503,2015,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,-8881250.0,"DEDUÇAO DA RECEITA DE IPVA P/ FORMAÇÃO DO FUNDEB",,-1.713792356E7
201503,2015,Mar,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,-8881250.0,"DEDUÇAO DA RECEITA DE IPVA P/ FORMAÇÃO DO FUNDEB",1409655000180,-1.713792356E7
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,-3590083.33,"DEDUÇAO DA RECEITA DE ITCD P/ FORMAÇÃO DO FUNDEB",,-4184929.08
201503,2015,Mar,"FUNDO ESTADUAL DE SAUDE- FES",Direta,Executivo,,"DEDUÇAO DE OUTRAS TAXAS PELO PODER DE POLICIA",544963000156,0.0
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-3590083.33,"DEDUÇAO DE RECEITA DE ITCD",,-4191089.44
201503,2015,Mar,AGRODEFESA,Indireta,Executivo,-385583.33,"DEDUÇÃO DA RECEITA CORRENTE",6064227000187,-2780.0
201503,2015,Mar,"AGÊNCIA GOIANA DE TRANSPORTES E OBRAS",Indireta,Executivo,,"DEDUÇÃO DA RECEITA CORRENTE",3520933000106,0.0
201503,2015,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,-5.8220833333E8,"DEDUÇÃO DA RECEITA CORRENTE",,-5.3590344338E8
201503,2015,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,-1.027391667E7,"DEDUÇÃO DA RECEITA CORRENTE",,-2580952.88
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-6.1040975E8,"DEDUÇÃO DA RECEITA CORRENTE",,-5.7040102513E8
201503,2015,Mar,"ESTADO DE GOIAS - PODER LEGISLATIVO",N/A,N/A,,"DEDUÇÃO DA RECEITA CORRENTE",,-101.8
201503,2015,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,-1.79275E7,"DEDUÇÃO DA RECEITA CORRENTE",,-3.191673067E7
201503,2015,Mar,"FUNDO DE FOM. AO DESENV. ECON.E SOCIAL",Direta,Executivo,,"DEDUÇÃO DA RECEITA CORRENTE",3280530000129,0.0
201503,2015,Mar,"FUNDO ESTADUAL DE SAUDE- FES",Direta,Executivo,,"DEDUÇÃO DA RECEITA CORRENTE",544963000156,0.0
201503,2015,Mar,"GOIÁS TURISMO",Indireta,Executivo,,"DEDUÇÃO DA RECEITA CORRENTE",3549463000103,0.0
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,-5.32875E7,"DEDUÇÃO DA RECEITA DE IPVA",,-1.0289343916E8
201503,2015,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,-5.32875E7,"DEDUÇÃO DA RECEITA DE IPVA",,-1.0289343916E8
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,-2293166.67,"DEDUÇÃO DA RECEITA DE TRANSFERENCIAS CONSTITUCIONAIS AOS MUNICIPIOS - IPI",,-1982785.51
201503,2015,Mar,"FUNDO FIN. PREV. SERVIDOR",Indireta,Executivo,,"DEDUÇÃO DAS CONTRIBUIÇÕES PREVIDENCIARIAS DO REGIME PROPRIO",18867930000102,-2566225.5300000003
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,,"DEDUÇÃO DAS CONTRIBUIÇÕES SOCIAIS",,-1.334052664E7
201503,2015,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,,"DEDUÇÃO DAS CONTRIBUIÇÕES SOCIAIS",,-1.077430111E7
201503,2015,Mar,"FUNDO PREVIDENCIÁRIO",Indireta,Executivo,,"DEDUÇÃO DAS CONTRIBUIÇÕES SOCIAIS",18867918000106,0.0
201503,2015,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,-4.061625E7,"DEDUÇÃO DAS PARTICIPAÇÕES NA RECEITA DA UNIAO",,-3.602437493E7
201503,2015,Mar,"SEC.SEG.PÚB. E ADM.PENITENCIÁRIA - SSPAP",Direta,Executivo,,"DEDUÇÃO DAS RECEITAS DE CAPITAL",1409606000148,-27348.4
201503,2015,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,,"DEDUÇÃO DAS RECEITAS DE CONTRIBUIÇÕES",,-2566225.5300000003
201503,2015,Mar,"FUNDO FIN. PREV. SERVIDOR",Indireta,Executivo,,"DEDUÇÃO DAS RECEITAS DE CONTRIBUIÇÕES",18867930000102,-2566225.5300000003
201503,2015,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,-4.8438916667E8,"DEDUÇÃO DAS RECEITAS DE ICMS",,-3.9236838603E8
201503,2015,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,-6836500.0,"DEDUÇÃO DAS RECEITAS DE ICMS",,
201503,2015,Mar,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,-4.8438916667E8,"DEDUÇÃO DAS RECEITAS DE ICMS",1409655000180,-3.9236838603E8
201503,2015,Mar,"FUNDO SOCIAL DE LOTERIA",Direta,Executivo,-6836500.0,"DEDUÇÃO DAS RECEITAS DE ICMS",4354889000166,
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,-4.9122566667E8,"DEDUÇÃO DAS RECEITAS DE IMPOSTOS S/ PRODUÇÃO E CIRCULAÇÃO",,-3.9236838603E8
201503,2015,Mar,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,-4.8438916667E8,"DEDUÇÃO DAS RECEITAS DE IMPOSTOS S/ PRODUÇÃO E CIRCULAÇÃO",1409655000180,-3.9236838603E8
201503,2015,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,-4.094158333E7,"DEDUÇÃO DAS TRANSFERENCIAS CORRENTES",,-3.602437493E7
201503,2015,Mar,"GOIÁS TURISMO",Indireta,Executivo,,"DEDUÇÃO DAS TRANSFERENCIAS CORRENTES",3549463000103,0.0
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,,"DEDUÇÃO DAS TRANSFERENCIAS DE CONVENIO DA UNIÃO E DE SUAS ENTIDADES",,0.0
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,,"DEDUÇÃO DAS TRANSFERENCIAS DE CONVENIO DA UNIÃO E DE SUAS ENTIDADES",,0.0
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,-4.094158333E7,"DEDUÇÃO DAS TRANSFERENCIAS INTERGOVENAMENTAIS",,-3.602437493E7
201503,2015,Mar,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,-4.094158333E7,"DEDUÇÃO DAS TRANSFERENCIAS INTERGOVENAMENTAIS",1409655000180,-3.602437493E7
201503,2015,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,,"DEDUÇÃO DE CONTRIBUIÇÃO DE PENSIONISTAS CIVIL",,75505.36
201503,2015,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,,"DEDUÇÃO DE CONTRIBUIÇÃO DE SERVIDOR ATIVO CIVIL",,-7743232.37
201503,2015,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,,"DEDUÇÃO DE CONTRIBUIÇÃO DE SERVIDOR INATIVO CIVIL",,348377.52
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,,"DEDUÇÃO DE COTA-PARTE DA CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMÍNIO ECONÔMICO - CIDE",,0.0
201503,2015,Mar,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,,"DEDUÇÃO DE COTA-PARTE DA CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMÍNIO ECONÔMICO - CIDE",1409655000180,0.0
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,,"DEDUÇÃO DE DEMAIS MULTAS DE ICMS AUTO DE INFRAÇÃO",,-286600.66000000003
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,-19500.0,"DEDUÇÃO DE DEMAIS TAXAS PELA PRESTAÇÃO DE SERVIÇOS",,
201503,2015,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,,"DEDUÇÃO DE IMPOSTO DE RENDA RET. NA FONTE S/RENDIMENTOS DO TRABALHO",,-330.78000000000003
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,3.418241667E7,"ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA",,3.125469135E7
201503,2015,Mar,EMATER,Indireta,Executivo,166.67000000000002,"ALIENACAO DE BENS",13232306000115,
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,2.084733333E7,"ALIENACAO DE BENS",,5407.900000000001
201503,2015,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,17500.0,"ALIENACAO DE BENS",,
201503,2015,Mar,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,2.082883333E7,"ALIENACAO DE BENS IMOVEIS",1409655000180,5407.900000000001
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,18333.33,"ALIENACAO DE BENS MOVEIS",,
201503,2015,Mar,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,1000.0,"ALIENACAO DE BENS MOVEIS",1409655000180,
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,7501666.66,"ALIENACAO DE IMOVEIS RURAIS",,
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,1.707808333E7,"ALIENACAO DE IMOVEIS URBANOS",,5407.900000000001
201503,2015,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,1.7078E7,"ALIENACAO DE IMOVEIS URBANOS",,5407.900000000001
201503,2015,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,83.33,"ALIENACAO DE IMOVEIS URBANOS",,
201503,2015,Mar,TRANSURB,Indireta,Executivo,83.33,"ALIENACAO DE IMOVEIS URBANOS",2102168000133,
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,83.33,"ALIENACAO DE OUTROS BENS IMOVEIS",,
201503,2015,Mar,EMATER,Indireta,Executivo,166.66,"ALIENACAO DE OUTROS BENS MOVEIS",13232306000115,
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,36666.66,"ALIENACAO DE OUTROS BENS MOVEIS",,
201503,2015,Mar,EMATER,Indireta,Executivo,83.33,"ALIENAÇÃO DE OUTROS BENS IMÓVEIS",13232306000115,
201503,2015,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,83.33,"ALIENAÇÃO DE OUTROS BENS IMÓVEIS",,
201503,2015,Mar,"AGÊNCIA GOIANA DE TRANSPORTES E OBRAS",Indireta,Executivo,1333.34,ALUGUEIS,3520933000106,196345.12
201503,2015,Mar,DETRAN,Indireta,Executivo,18666.66,ALUGUEIS,2872448000120,17727.04
201503,2015,Mar,"ESTADO DE GOIAS - PODER LEGISLATIVO",N/A,N/A,3833.34,ALUGUEIS,,9200.0
201503,2015,Mar,"FUNDO EST. DE SEGURANCA PUBLICA-FUNESP",Direta,Executivo,666.66,ALUGUEIS,2658753000114,
201503,2015,Mar,"FUNDO EST. PROT. E DEF. DO CONSUMIDOR",Direta,Executivo,63000.0,ALUGUEIS,74159245000100,
201503,2015,Mar,"ESTADO DE GOIAS",N/A,N/A,221333.33000000002,"AMORTIZACAO DE EMPRESTIMOS",,342148.81
201503,2015,Mar,FOMENTAR,Direta,Executivo,58916.67,"AMORTIZACAO DE EMPRESTIMOS",1460666000195,0.0
201503,2015,Mar,FUNPRODUZIR,Direta,Executivo,155583.33000000002,"AMORTIZACAO DE EMPRESTIMOS - PRODUZIR",4352350000178,342148.81
201503,2015,Mar,"FUNDO DE FINANC. DO BANCO DO POVO GOIÁS",Direta,Executivo,5833.33,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",17850814000118,
201503,2015,Mar,"FUNDO ESP.DE GERACAO DE EMPREG.E RENDA",Direta,Executivo,5833.33,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",3198567000102,
201503,2015,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,1000.0,"AMORTIZAÇÃO DE EMPRÉSTIMOS - FUNMINERAL",,0.0
201503,2015,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,2250000.0,"ASSISTENCIA FARMACEUTICA",,1960349.6099999999
