ANOMES,ANOEXERCICIO,MES,NOMEORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,CNPJORGAO
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,12000.0,"ATENÇÃO BÁSICA",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,4833333.33,"ATENÇÃO DE MAC AMBULATORIAL E HOSPITALAR",
201507,2015,Jul,"ESTADO DE GOIAS - PODER LEGISLATIVO",N/A,N/A,1750.0,"ATUALIZAÇÃO MONETÁRIA DA DÍVIDA ATIVA NÕA-TRIBUTÁRIA DE OUTRAS RECEITAS - PRINCIPAL",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,83.33,"ATUALIZAÇÃO MONETÁRIA DE ORIGEM NÃO TRIBUTÁRIA",
201507,2015,Jul,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,83.33,"ATUALIZAÇÃO MONETÁRIA DE ORIGEM NÃO TRIBUTÁRIA",
201507,2015,Jul,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,1083.33,"ATUALIZAÇÃO MONETÁRIA DE OUTROS TRIBUTOS DA DÍVIDA ATIVA - PRINCIPAL",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,1083.33,"ATUALIZAÇÃO MONETÁRIA DE OUTROS TRIBUTOS DA DÍVIDA ATIVA - PRINCIPAL",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,7084500.0,"BOLSA GARANTIA FOMENTAR",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,7084500.0,"BOLSA GARANTIA FOMENTAR",
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,8500.0,"COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",
201507,2015,Jul,"FUNDO FIN. PREV. MILITAR",Indireta,Executivo,83.33,"COMPENSAÇÃO FINANCEIRA PREVIDENCIÁRIA",18798607000124
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,4416.67,"CONCESSÕES E PERMISSÕES DO FUNDER",
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,50083.33,"CONTRIBUICAO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O REGIME PRÓPRIO",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,83.33,"CONTRIBUICAO PATRONAL DE SERVIDOR ATIVO MILITAR",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,83.33,"CONTRIBUICAO PATRONAL DE SERVIDOR ATIVO MILITAR",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,1.191666667E7,"CONTRIBUIÇÃO DE SERVIDOR ATIVO MILITAR",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,3.441666667E7,"CONTRIBUIÇÃO DO SERVIDOR ATIVO CIVIL PARA O REGIME PRÓPRIO",
201507,2015,Jul,"GOIÁS PREVIDÊNCIA",Indireta,Executivo,2500000.0,"CONTRIBUIÇÃO DO SERVIDOR ATIVO CIVIL PARA O REGIME PRÓPRIO",11991625000189
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,1.30425E7,"CONTRIBUIÇÕES AO PROTEGE",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,83.33,"CONTRIBUIÇÕES DE PENSIONISTA CIVIL PARA O REGIME PRÓPRIO",
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,232500.0,"CONTRIBUIÇÕES DE PENSIONISTA MILITAR",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,232500.0,"CONTRIBUIÇÕES DE PENSIONISTA MILITAR",
201507,2015,Jul,"FUNDO FIN. PREV. MILITAR",Indireta,Executivo,232500.0,"CONTRIBUIÇÕES DE PENSIONISTA MILITAR",18798607000124
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,3416750.0,"CONTRIBUIÇÕES DO SERVIDOR INATIVO CIVIL PARA O REGIME PRÓPRIO",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,3416833.33,"CONTRIBUIÇÕES DO SERVIDOR INATIVO CIVIL PARA O REGIME PRÓPRIO",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,8.841666667E7,"CONTRIBUIÇÕES P/ ASSISTÊNCIA HOSPITALAR E INTEGRAL",
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,5.054958334E7,"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,5.321650001E7,"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO",
201507,2015,Jul,"FUNDO PREVIDENCIÁRIO",Indireta,Executivo,667000.0,"CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO",18867918000106
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,250.0,"CONTRIBUIÇÕES PARA REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO",
201507,2015,Jul,"FUNDO FIN. PREV. SERVIDOR",Indireta,Executivo,6.250008333E7,"CONTRIBUIÇÕES PARA REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO",18867930000102
201507,2015,Jul,"FUNDO DE FINANC. DO BANCO DO POVO GOIÁS",Direta,Executivo,833.33,"CONTRIBUIÇÕES SOCIAIS",17850814000118
201507,2015,Jul,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,1664166.67,"COTA PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS MINERAIS - CFEM",1409655000180
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,757500.0,"COTA-PARTE DO FUNDO ESPECIAL DO PETRÓLEO - FEP",
201507,2015,Jul,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,757500.0,"COTA-PARTE DO FUNDO ESPECIAL DO PETRÓLEO - FEP",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,9172583.33,"COTA-PARTE DO IMPOSTO S/ PRODUTOS  INDUSTRIALIZADOS  -  ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,9172583.33,"COTA-PARTE DO IMPOSTO S/ PRODUTOS  INDUSTRIALIZADOS  -  ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,3750.0,"CRÉDITO ESPECIAL DE INVESTIMENTO - PROTEGE GOIÁS (LEI Nº 15.454/05)",
201507,2015,Jul,"PROTEGE GOIAS",Direta,Executivo,3750.0,"CRÉDITO ESPECIAL DE INVESTIMENTO - PROTEGE GOIÁS (LEI Nº 15.454/05)",6084202000145
201507,2015,Jul,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,-4.8438916667E8,"DEDUÇÃO DA RECEITA DE ICMS PARA  FORMAÇÃO DO FUNDEB",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-4.9122566667E8,"DEDUÇÃO DA RECEITA DE ICMS PARA  FORMAÇÃO DO FUNDEB",
201507,2015,Jul,"PROTEGE GOIAS",Direta,Executivo,-6836500.0,"DEDUÇÃO DA RECEITA DE ICMS PARA  FORMAÇÃO DO FUNDEB",6084202000145
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-8881250.0,"DEDUÇÃO DA RECEITA DE IPVA PARA FORMAÇÃO DO FUNDEB",
201507,2015,Jul,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,-8881250.0,"DEDUÇÃO DA RECEITA DE IPVA PARA FORMAÇÃO DO FUNDEB",1409655000180
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-3590083.33,"DEDUÇÃO DA RECEITA DE ITCD",
201507,2015,Jul,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,-3590083.33,"DEDUÇÃO DA RECEITA DE ITCD PARA A FORMAÇÃO DO FUNDEB",
201507,2015,Jul,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",Indireta,Executivo,-481166.67,"DEDUÇÃO DA RECEITA DE SERVICOS DE PROCESSAMENTO DE DADOS",13199944000181
201507,2015,Jul,DETRAN,Indireta,Executivo,-481166.67,"DEDUÇÃO DA RECEITA DE SERVICOS DE PROCESSAMENTO DE DADOS",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-481166.67,"DEDUÇÃO DA RECEITA DE SERVICOS DE PROCESSAMENTO DE DADOS",
201507,2015,Jul,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,-3.0274325E8,"DEDUÇÃO DA RECEITA DE TRANSFERÊNCIAS CONSTITUCIONAIS AOS MUNICÍPIOS - ICMS",1409655000180
201507,2015,Jul,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,-2293166.67,"DEDUÇÃO DA RECEITA DE TRANSFERÊNCIAS CONSTITUCIONAIS AOS MUNICÍPIOS - IPI",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-2293166.67,"DEDUÇÃO DA RECEITA DE TRANSFERÊNCIAS CONSTITUCIONAIS AOS MUNICÍPIOS - IPI",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-4.440625E7,"DEDUÇÃO DA RECEITA DE TRANSFERÊNCIAS CONSTITUCIONAIS AOS MUNICÍPIOS - IPVA",
201507,2015,Jul,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",Indireta,Executivo,-1.619083333E7,"DEDUÇÃO DA RECEITA TRIBUTÁRIA",13199944000181
201507,2015,Jul,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",Indireta,Executivo,-1.619083333E7,"DEDUÇÃO DA RECEITA TRIBUTÁRIA",2872448000120
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,-1.027391667E7,"DEDUÇÃO DA RECEITA TRIBUTÁRIA",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-5.6807733333E8,"DEDUÇÃO DA RECEITA TRIBUTÁRIA",
201507,2015,Jul,"FUNDO SOCIAL DE LOTERIA",Direta,Executivo,-6836500.0,"DEDUÇÃO DA RECEITA TRIBUTÁRIA",4354889000166
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-481166.67,"DEDUÇÃO DA SERVIÇO DE UTILIZAÇÃO DO SISTEMA OPERACIONAL DO DETRAN",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-4.061625E7,"DEDUÇÃO DAS RECEITAS DE TRANSFERÊNCIAS  DA UNIÃO",
201507,2015,Jul,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,-4.094158333E7,"DEDUÇÃO DAS TRANSFERÊNCIAS DA UNIAO",1409655000180
201507,2015,Jul,"FUNDO SOCIAL DE LOTERIA",Direta,Executivo,-6836500.0,"DEDUÇÃO DE ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À POBREZA",4354889000166
201507,2015,Jul,"PROTEGE GOIAS",Direta,Executivo,-6836500.0,"DEDUÇÃO DE ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À POBREZA",6084202000145
201507,2015,Jul,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",Indireta,Executivo,-250.0,"DEDUÇÃO DE DEMAIS RECEITAS",2872448000120
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,-20000.0,"DEDUÇÃO DE DEMAIS RESTITUIÇÕES",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,-20000.0,"DEDUÇÃO DE INDENIZAÇÃO E RESTITUIÇÕES",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,-416.67,"DEDUÇÃO DE MULTAS DE JUROS DE MORA DOS TRIBUTOS",
201507,2015,Jul,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",Indireta,Executivo,-849666.67,"DEDUÇÃO DE MULTAS DE OUTRAS ORIGENS",13199944000181
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,-883500.0,"DEDUÇÃO DE MULTAS DE OUTRAS ORIGENS",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-884083.34,"DEDUÇÃO DE MULTAS E  JUROS DE MORA",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-166.67000000000002,"DEDUÇÃO DE MULTAS E JUROS DE MORA DE OUTRAS RECEITAS",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,-833.34,"DEDUÇÃO DE MULTAS E JUROS DE MORA DE OUTROS TRIBUTOS",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-33833.33,"DEDUÇÃO DE MULTAS POR AUTO DE INFRAÇÃO",
201507,2015,Jul,DETRAN,Indireta,Executivo,-849666.67,"DEDUÇÃO DE MULTAS PREVISTA NA LEGISLAÇÃO DE TRANSITO",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,-849666.67,"DEDUÇÃO DE MULTAS PREVISTA NA LEGISLAÇÃO DE TRANSITO",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,-333.34000000000003,"DEDUÇÃO DE OUTRAS MULTAS E JUROS DE MORA",
201507,2015,Jul,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",Indireta,Executivo,-20000.0,"DEDUÇÃO DE OUTRAS RESTITUIÇÕES",13199944000181
201507,2015,Jul,DETRAN,Indireta,Executivo,-20000.0,"DEDUÇÃO DE OUTRAS RESTITUIÇÕES",
201507,2015,Jul,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",Indireta,Executivo,-1.619083333E7,"DEDUÇÃO DE OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS",2872448000120
201507,2015,Jul,FUNPRODUZIR,Direta,Executivo,-3437416.67,"DEDUÇÃO DE OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS",
201507,2015,Jul,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,-3.648858333E7,"DEDUÇÃO DE RECEITA PARA  A FORMAÇÃO DO FUNDEB - FPE",
201507,2015,Jul,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",Indireta,Executivo,-481166.67,"DEDUÇÃO DE RECEITAS DE SERVIÇOS",13199944000181
201507,2015,Jul,DETRAN,Indireta,Executivo,-481166.67,"DEDUÇÃO DE RECEITAS DE SERVIÇOS",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,-20000.0,"DEDUÇÃO DE RESTITUIÇÕES",
201507,2015,Jul,AGRODEFESA,Indireta,Executivo,-83.33,"DEDUÇÃO DE SERVIÇOS DE VACINAÇÃO ANIMAL",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,-60666.67,"DEDUÇÃO DE TAXA DE ANTECIPAÇÃO - LOGPRODUZIR",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-60666.67,"DEDUÇÃO DE TAXA DE ANTECIPAÇÃO - LOGPRODUZIR",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,-40916.67,"DEDUÇÃO DE TAXA DE CADASTRO DE ESTABELECIMENTOS COMERCIAIS",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-40916.67,"DEDUÇÃO DE TAXA DE CADASTRO DE ESTABELECIMENTOS COMERCIAIS",
201507,2015,Jul,AGRODEFESA,Indireta,Executivo,-2000.0,"DEDUÇÃO DE TAXA DE EXPEDIÇÃO DE DOCUMENTOS",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-2000.0,"DEDUÇÃO DE TAXA DE EXPEDIÇÃO DE DOCUMENTOS",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,-2000.0,"DEDUÇÃO DE TAXA DE EXPEDIÇÃO DE DOCUMENTOS",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-10166.67,"DEDUÇÃO DE TAXA DE REGISTRO DE AGROINDÚSTRIA",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,-10166.67,"DEDUÇÃO DE TAXA DE REGISTRO DE AGROINDÚSTRIA",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,-260083.33000000002,"DEDUÇÃO DE TAXA DE TRÂNSITO ANIMAL GTA",
201507,2015,Jul,AGRODEFESA,Indireta,Executivo,-2666.67,"DEDUÇÃO DE TAXA DE TRÂNSITO DE PRODUTOS E SUBPRODUTOS DE ORIGEM ANIMAL",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,-2666.67,"DEDUÇÃO DE TAXA DE TRÂNSITO DE PRODUTOS E SUBPRODUTOS DE ORIGEM ANIMAL",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-2666.67,"DEDUÇÃO DE TAXA DE TRÂNSITO DE PRODUTOS E SUBPRODUTOS DE ORIGEM ANIMAL",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,-10500.0,"DEDUÇÃO DE TAXA DE TRÂNSITO VEGETAL - PTV/ATV",
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,-3437416.67,"DEDUÇÃO DE TAXAS",
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,-3181750.0,"DEDUÇÃO DE TAXAS DE ANTECIPAÇÃO - PRODUZIR",
201507,2015,Jul,DETRAN,Indireta,Executivo,-1.619083333E7,"DEDUÇÃO DE TAXAS DE SERVIÇOS ESTADUAIS",
201507,2015,Jul,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",Indireta,Executivo,-1.619083333E7,"DEDUÇÃO DE TAXAS PELA PRESTAÇÃO DE SERVIÇOS",13199944000181
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,-3437416.67,"DEDUÇÃO DE TAXAS PELA PRESTAÇÃO DE SERVIÇOS",
201507,2015,Jul,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,-5.687758333E7,"DEDUÇÃO DO IMPOSTO SOBRE O PATRIMÔNIO E A RENDA",1409655000180
201507,2015,Jul,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",Indireta,Executivo,-849666.67,"DEDUÇÃO MULTAS PREVISTA NA LEGISLAÇÃO DE TRANSITO",13199944000181
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,-849666.67,"DEDUÇÃO MULTAS PREVISTA NA LEGISLAÇÃO DE TRANSITO",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-849666.67,"DEDUÇÃO MULTAS PREVISTA NA LEGISLAÇÃO DE TRANSITO",
201507,2015,Jul,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",Indireta,Executivo,-1.754191667E7,"DEDUÇÕES DA RECEITA CORRENTE",13199944000181
201507,2015,Jul,AGRODEFESA,Indireta,Executivo,-385583.33,"DEDUÇÕES DA RECEITA CORRENTE",
201507,2015,Jul,"FUNDO SOCIAL DE LOTERIA",Direta,Executivo,-6836500.0,"DEDUÇÕES DA RECEITA CORRENTE",4354889000166
201507,2015,Jul,"PROTEGE GOIAS",Direta,Executivo,-6836500.0,"DEDUÇÕES DA RECEITA CORRENTE",6084202000145
201507,2015,Jul,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,-4.094158333E7,"DEDUÇÕES DAS TRANSFERÊNCIAS CORRENTES",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-4.094158333E7,"DEDUÇÕES DAS TRANSFERÊNCIAS CORRENTES",
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,-4.094158333E7,"DEDUÇÕES DAS TRANSFERÊNCIAS INTERGOVERNAMENTAIS",
201507,2015,Jul,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",Indireta,Executivo,-250.0,"DEDUÇÕES DE OUTRAS RECEITAS",2872448000120
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,-250.0,"DEDUÇÕES DE OUTRAS RECEITAS",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-250.0,"DEDUÇÕES DE OUTRAS RECEITAS",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,-250.0,"DEDUÇÕES DE OUTRAS RECEITAS",
201507,2015,Jul,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",Indireta,Executivo,-869916.67,"DEDUÇÕES DE OUTRAS RECEITAS CORRENTES",2872448000120
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-904333.34,"DEDUÇÕES DE OUTRAS RECEITAS CORRENTES",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,-904333.34,"DEDUÇÕES DE OUTRAS RECEITAS CORRENTES",
201507,2015,Jul,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",Indireta,Executivo,-250.0,"DEDUÇÕES DE RECEITAS DIVERSAS",2872448000120
201507,2015,Jul,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,23083.32,"DEMAIS CONTRIBUIÇÕES SOCIAIS",
201507,2015,Jul,"FUNDO EST.DIREITOS CRIANÇA E ADOLESCENTE",Direta,Executivo,10083.33,"DEMAIS CONTRIBUIÇÕES SOCIAIS",
201507,2015,Jul,"FUNDO PREVIDENCIÁRIO",Indireta,Executivo,83.33,"DEMAIS CONTRIBUIÇÕES SOCIAIS",18867918000106
201507,2015,Jul,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",Indireta,Executivo,8333.33,"DEMAIS INDENIZAÇÕES",2872448000120
201507,2015,Jul,DETRAN,Indireta,Executivo,8333.33,"DEMAIS INDENIZAÇÕES",
201507,2015,Jul,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,10500.0,"DEMAIS INDENIZAÇÕES",
201507,2015,Jul,"FUNDO FIN. PREV. SERVIDOR",Indireta,Executivo,83.33,"DEMAIS INDENIZAÇÕES",18867930000102
201507,2015,Jul,"ESTADO DE GOIAS",N/A,N/A,227833.32,"DEMAIS MULTAS",
201507,2015,Jul,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,144916.65,"DEMAIS MULTAS",
