ANOMES,ANOEXERCICIO,MES,NOMEORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,RECEITAREALIZADA,CNPJORGAO
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,166.67000000000002,"ATUALIZACAO MONETARIA DE ORIGEM NAO TRIBUTARIA",0.0,
201403,2014,Mar,"FUNDO ESP. DE REAPARELHAMENTO DO T.C.M.",Direta,Legislativo,,"ATUALIZAÇÃO MONETÁRIA DA DIVIDA ATIVA NÃO TRIBUTARIA DE OUTRAS RECEITAS - PRINCIPAL",0.0,6881263000133
201403,2014,Mar,"FUNDO ESTADUAL DE SAUDE- FES",Direta,Executivo,1022666.67,"BLOCO DE INVESTIMENTOS NA REDE DE SERVIÇOS DE SAUDE",0.0,544963000156
201403,2014,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,6927250.0,"BOLSA GARANTIA FOMENTAR",7133364.45,
201403,2014,Mar,"FUNDO SOCIAL DE LOTERIA",Direta,Executivo,6927250.0,"BOLSA GARANTIA FOMENTAR",,4354889000166
201403,2014,Mar,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,87500.0,"COMERCIALIZACAO DE OUTROS PRODUTOS VEGETAIS",,3521741000106
201403,2014,Mar,EMATER,Indireta,Executivo,87500.0,"COMERCIALIZACAO DE OUTROS PRODUTOS VEGETAIS",0.0,13232306000115
201403,2014,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,87500.0,"COMERCIALIZACAO DE OUTROS PRODUTOS VEGETAIS",0.0,
201403,2014,Mar,"ESTADO DE GOIAS",N/A,N/A,87500.0,"COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",0.0,
201403,2014,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,87500.0,"COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",0.0,
201403,2014,Mar,"FUNDO FIN. PREV. MILITAR",Indireta,Executivo,83.33,"COMPENSACAO FINANCEIRA PREVIDENCIARIA",,18798607000124
201403,2014,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,101166.67,"CONCESSÃO DE EVENTOS ESPORTIVOS",22674.010000000002,
201403,2014,Mar,"FUNDO ESP. DE DESENVOLV. RURAL-FUNDER",Direta,Executivo,8833.34,"CONCESSÕES E PERMISSÕES DO FUNDER",1909.8,985566000110
201403,2014,Mar,"ESTADO DE GOIAS",N/A,N/A,,"CONTRATOS DIVIDA PÚBLICA ESTADUAL INTERN",0.0,
201403,2014,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,1.22575E7,"CONTRIBUICAO DE SERVIDOR ATIVO MILITAR",1.038457368E7,
201403,2014,Mar,"FUNDO FIN. PREV. MILITAR",Indireta,Executivo,1.22575E7,"CONTRIBUICAO DE SERVIDOR ATIVO MILITAR",1.038457368E7,18798607000124
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,8.222508333E7,"CONTRIBUICAO PARA ASSISTENCIA HOSPITALAR INTEGRAL",7.47394476E7,
201403,2014,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,191750.0,"CONTRIBUICAO PATRONAL - ATIVO CIVIL",13410.58,
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,191750.0,"CONTRIBUICAO PATRONAL - ATIVO CIVIL",190172.23,
201403,2014,Mar,"GOIÁS PREVIDÊNCIA",Indireta,Executivo,,"CONTRIBUICAO PATRONAL - ATIVO CIVIL",176761.65,11991625000189
201403,2014,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,833.33,"CONTRIBUICAO PATRONAL - ATIVO MILITAR",0.0,
201403,2014,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,,"CONTRIBUICAO PATRONAL - ATIVO MILITAR",0.0,
201403,2014,Mar,"GOIÁS PREVIDÊNCIA",Indireta,Executivo,,"CONTRIBUICAO PATRONAL - ATIVO MILITAR",0.0,11991625000189
201403,2014,Mar,"FUNDO FIN. PREV. SERVIDOR",Indireta,Executivo,1493333.33,"CONTRIBUICOES DE PENSIONISTA CIVIL",1661146.03,18867930000102
201403,2014,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,208333.33000000002,"CONTRIBUICOES DE PENSIONISTA MILITAR",221855.58000000002,
201403,2014,Mar,"FUNDO ESP.DE GERACAO DE EMPREG.E RENDA",Direta,Executivo,166.67000000000002,"CONTRIBUICOES SOCIAIS",,3198567000102
201403,2014,Mar,"FUNDO EST. DA CRIANCA E DO ADOLESCENTE",Direta,Executivo,8750.0,"CONTRIBUICOES SOCIAIS",,37879913000130
201403,2014,Mar,"FUNDO PREVIDENCIÁRIO",Indireta,Executivo,97166.67,"CONTRIBUICOES SOCIAIS",559775.11,18867918000106
201403,2014,Mar,"ESTADO DE GOIAS",N/A,N/A,3.464058334E7,"CONTRIBUIÇÃO PATRONAL - ATIVO CIVIL",5.801663376E7,
201403,2014,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,3.464058334E7,"CONTRIBUIÇÃO PATRONAL - ATIVO CIVIL",5.832299122E7,
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,1.112E7,"CONTRIBUIÇÕES AO PROTEGE",1.08379661E7,
201403,2014,Mar,"FUNDO SOCIAL DE LOTERIA",Direta,Executivo,1.112E7,"CONTRIBUIÇÕES AO PROTEGE",,4354889000166
201403,2014,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,4.897408333E7,"CONTRIBUIÇÕES PARA REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO",8.114201105E7,
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,4.897408333E7,"CONTRIBUIÇÕES PARA REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO",8.116726023E7,
201403,2014,Mar,"FUNDO FIN. PREV. SERVIDOR",Indireta,Executivo,3.480708333E7,"CONTRIBUIÇÕES PARA REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO",5.929708335E7,18867930000102
201403,2014,Mar,"FUNDO FIN. PREV. MILITAR",Indireta,Executivo,1.416666667E7,"CONTRIBUIÇÕES SOCIAIS",2.078078268E7,18798607000124
201403,2014,Mar,"FUNDO PREVIDENCIÁRIO",Indireta,Executivo,333.33,"CONTRIBUIÇÕES SOCIAIS",1064145.02,18867918000106
201403,2014,Mar,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,8960166.67,"COTA - PARTE DA CONTRIBUICAO DO SALARIO EDUCACAO",1.436249323E7,1409655000180
201403,2014,Mar,"ESTADO DE GOIAS",N/A,N/A,,"COTA PARTE DA CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMINIO ECONOMICO - CIDE",0.0,
201403,2014,Mar,"ESTADO DE GOIAS",N/A,N/A,7214333.33,"COTA PARTE DE COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS",6621076.35,
201403,2014,Mar,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,7214333.33,"COTA PARTE DE COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS",6621076.35,1409655000180
201403,2014,Mar,"ESTADO DE GOIAS",N/A,N/A,2129750.0,"COTA-PARTE DA COMPENSACAO FINANCEIRA DE RECURSOS MINERAIS",1198008.86,
201403,2014,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,2129750.0,"COTA-PARTE DA COMPENSACAO FINANCEIRA DE RECURSOS MINERAIS",1198008.86,
201403,2014,Mar,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,1.6547616667E8,"COTA-PARTE DO FUNDO DE PARTICIPACAO DOS ESTADOS E DO DISTRITO FEDERAL",1.3757587957E8,1409655000180
201403,2014,Mar,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,664916.67,"COTA-PARTE DO FUNDO ESPECIAL DO PETROLEO - FEP",734485.84,1409655000180
201403,2014,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,5576583.33,"COTA-PARTE DO IMPOSTO S/ PRODUTOS INDUSTRIALIZADOS - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS",7831081.12,
201403,2014,Mar,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,5576583.33,"COTA-PARTE DO IMPOSTO S/ PRODUTOS INDUSTRIALIZADOS - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS",7831081.12,1409655000180
201403,2014,Mar,"ESTADO DE GOIAS",N/A,N/A,18000.0,"Credito Especial de Investimento- Portege Goias- Lei 15.454/2005",2678.29,
201403,2014,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,-4.6492766667E8,"DEDUCAO DA RECEITA TRIBUTARIA",0.0,
201403,2014,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,-2.425608334E7,"DEDUCAO DA RECEITA TRIBUTARIA",0.0,
201403,2014,Mar,"ESTADO DE GOIAS",N/A,N/A,-3.309525E7,"DEDUCAO DE RECEITA DO FPE PARA FORMAÇÃO DO FUNDEB",-2.751517588E7,
201403,2014,Mar,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,-1115333.33,"DEDUCAO DE RECEITA IPI EXPORTAÇÃO PARA FORMAÇÃO DO FUNDEB",-1174662.15,1409655000180
201403,2014,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,-7201416.67,"DEDUÇAO DA RECEITA DE IPVA P/ FORMAÇÃO DO FUNDEB",-5674955.84,
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-7201416.67,"DEDUÇAO DA RECEITA DE IPVA P/ FORMAÇÃO DO FUNDEB",-5674955.84,
201403,2014,Mar,"ESTADO DE GOIAS",N/A,N/A,,"DEDUÇAO DE OUTRAS TAXAS PELO PODER DE POLICIA",0.0,
201403,2014,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,,"DEDUÇAO DE OUTRAS TAXAS PELO PODER DE POLICIA",0.0,
201403,2014,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,-2832916.67,"DEDUÇAO DE RECEITA DE ITCD",-2660387.95,
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,,"DEDUÇÃO  DE REMUNERAÇÃO DE DEPÓSITO DE RECURSOS NÃO VINCULADOS",0.0,
201403,2014,Mar,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,-117000.0,"DEDUÇÃO DA RECEITA CORRENTE",,3521741000106
201403,2014,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,-4.9946358333E8,"DEDUÇÃO DA RECEITA CORRENTE",0.0,
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-5.3599008333E8,"DEDUÇÃO DA RECEITA CORRENTE",0.0,
201403,2014,Mar,"FUNDO PREVIDENCIÁRIO",Indireta,Executivo,,"DEDUÇÃO DA RECEITA CORRENTE",0.0,18867918000106
201403,2014,Mar,"PROTEGE GOIAS",Direta,Executivo,-7699916.67,"DEDUÇÃO DA RECEITA CORRENTE",,6084202000145
201403,2014,Mar,EMATER,Indireta,Executivo,-1500.0,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS",,13232306000115
201403,2014,Mar,"ESTADO DE GOIAS",N/A,N/A,-1500.0,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS",,
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-1500.0,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS",,
201403,2014,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,-1500.0,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS",,
201403,2014,Mar,"ESTADO DE GOIAS",N/A,N/A,-83.33,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE GRANDE PORTE",,
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-333.33,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE PEQUENO PORTE",,
201403,2014,Mar,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,-17500.0,"DEDUÇÃO DA RECEITA DA PRODUÇÃO VEGETAL",,3521741000106
201403,2014,Mar,EMATER,Indireta,Executivo,-35000.0,"DEDUÇÃO DA RECEITA DE COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",,13232306000115
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-35000.0,"DEDUÇÃO DA RECEITA DE COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",,
201403,2014,Mar,EMATER,Indireta,Executivo,-16666.670000000002,"DEDUÇÃO DA RECEITA DE COMERCIALIZAÇÃO DE SEMENTES E MUDAS",,13232306000115
201403,2014,Mar,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,-3750.0,"DEDUÇÃO DA RECEITA DE ROYALTIES DA COMERCIALIZAÇÃO DE CULTIVARES",,3521741000106
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-3750.0,"DEDUÇÃO DA RECEITA DE ROYALTIES DA COMERCIALIZAÇÃO DE CULTIVARES",,
201403,2014,Mar,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",Indireta,Executivo,-30000.0,"DEDUÇÃO DA RECEITA DE SERVIÇOS DE CONSULTORIA, ASSISTÊNCIA TÉCNICA E ANÁLISE DE PROJETOS - APLICAÇÕES LIVRES",,3521741000106
201403,2014,Mar,EMATER,Indireta,Executivo,-30000.0,"DEDUÇÃO DA RECEITA DE SERVIÇOS DE CONSULTORIA, ASSISTÊNCIA TÉCNICA E ANÁLISE DE PROJETOS - APLICAÇÕES LIVRES",,13232306000115
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-30000.0,"DEDUÇÃO DA RECEITA DE SERVIÇOS DE CONSULTORIA, ASSISTÊNCIA TÉCNICA E ANÁLISE DE PROJETOS - APLICAÇÕES LIVRES",,
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-17333.34,"DEDUÇÃO DA RECEITA DE SERVIÇOS DE HOSPEDAGEM E ALIMENTAÇÃO",,
201403,2014,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,-17333.34,"DEDUÇÃO DA RECEITA DE SERVIÇOS DE HOSPEDAGEM E ALIMENTAÇÃO",,
201403,2014,Mar,"ESTADO DE GOIAS - TESOURO ESTADUAL",N/A,Executivo,-2.6180383333E8,"DEDUÇÃO DA RECEITA DE TRANSFERENCIAS CONTITUCIONAIS AOS MUNICIPIOS - ICMS",-2.2528451946E8,1409655000180
201403,2014,Mar,"ESTADO DE GOIAS",N/A,N/A,-3.600725E7,"DEDUÇÃO DA RECEITA DE TRANSFERENCIAS CONTITUCIONAIS AOS MUNICIPIOS - IPVA",-2.837402971E7,
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,,"DEDUÇÃO DAS CONTRIBUIÇÕES PREVIDENCIARIAS DO REGIME PROPRIO",-1.479710876E7,
201403,2014,Mar,"FUNDO FIN. PREV. SERVIDOR",Indireta,Executivo,,"DEDUÇÃO DAS CONTRIBUIÇÕES PREVIDENCIARIAS DO REGIME PROPRIO",-7197847.85,18867930000102
201403,2014,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,,"DEDUÇÃO DAS CONTRIBUIÇÕES SOCIAIS",-7225550.45,
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,,"DEDUÇÃO DAS CONTRIBUIÇÕES SOCIAIS",-1.479710876E7,
201403,2014,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,,"DEDUÇÃO DAS CONTRIBUIÇÕES SOCIAIS",-7571558.3100000005,
201403,2014,Mar,"FUNDO FIN. PREV. SERVIDOR",Indireta,Executivo,,"DEDUÇÃO DAS CONTRIBUIÇÕES SOCIAIS",-7197847.85,18867930000102
201403,2014,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,,"DEDUÇÃO DAS RECEITAS DE ALUGUEIS",-306.32,
201403,2014,Mar,"ESTADO DE GOIAS",N/A,N/A,,"DEDUÇÃO DAS RECEITAS DE CAPITAL",0.0,
201403,2014,Mar,FUNPRODUZIR,Direta,Executivo,,"DEDUÇÃO DAS RECEITAS DE CAPITAL",0.0,4352350000178
201403,2014,Mar,"GOIÁS PREVIDÊNCIA",Indireta,Executivo,,"DEDUÇÃO DAS RECEITAS DE CONTRIBUIÇÕES",0.0,11991625000189
201403,2014,Mar,"FUNDO SOCIAL DE LOTERIA",Direta,Executivo,-5968083.33,"DEDUÇÃO DAS RECEITAS DE ICMS",,4354889000166
201403,2014,Mar,"ESTADO DE GOIAS",N/A,N/A,-4.604158333E7,"DEDUÇÃO DAS RECEITAS DE IMPOSTOS S/ PATRIMONIO E A RENDA",-3.671947565E7,
201403,2014,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,-4.604158333E7,"DEDUÇÃO DAS RECEITAS DE IMPOSTOS S/ PATRIMONIO E A RENDA",-3.671947565E7,
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-4.2485416666E8,"DEDUÇÃO DAS RECEITAS DE IMPOSTOS S/ PRODUÇÃO E CIRCULAÇÃO",-3.6058807144E8,
201403,2014,Mar,"DEP. EST. DE TRÂNSITO DE GOIÁS- DETRAN",Indireta,Executivo,-713166.67,"DEDUÇÃO DAS RECEITAS DE SERVIÇOS",-715612.63,2872448000120
201403,2014,Mar,"ESTADO DE GOIAS",N/A,N/A,-814333.34,"DEDUÇÃO DAS RECEITAS DE SERVIÇOS",-722422.6900000001,
201403,2014,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,-3.453591667E7,"DEDUÇÃO DAS TRANSFERENCIAS DA UNIAO",-3.064760831E7,
201403,2014,Mar,"ESTADO DE GOIAS",N/A,N/A,-3.453591667E7,"DEDUÇÃO DAS TRANSFERENCIAS INTERGOVENAMENTAIS",0.0,
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-3.453591667E7,"DEDUÇÃO DAS TRANSFERENCIAS INTERGOVENAMENTAIS",0.0,
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,,"DEDUÇÃO DE ALIENAÇÃO DE OUTROS BENS IMÓVEIS",0.0,
201403,2014,Mar,"FUNDO DE FOM. AO DESENV. ECON.E SOCIAL",Direta,Executivo,,"DEDUÇÃO DE ALIENAÇÃO DE OUTROS BENS MOVEIS",0.0,3280530000129
201403,2014,Mar,"ESTADO DE GOIAS",N/A,N/A,,"DEDUÇÃO DE ALUGUEIS",-306.32,
201403,2014,Mar,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",N/A,N/A,,"DEDUÇÃO DE ALUGUEIS",-306.32,
201403,2014,Mar,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",N/A,N/A,,"DEDUÇÃO DE ALUGUEIS",0.0,
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,,"DEDUÇÃO DE ALUGUEIS",-306.32,
201403,2014,Mar,"ESTADO DE GOIAS",N/A,N/A,-1731833.33,"DEDUÇÃO DE BOLSA GARANTIA - FOMENTAR",0.0,
201403,2014,Mar,"ESTADO DE GOIAS - PODER EXECUTIVO",N/A,N/A,-1731833.33,"DEDUÇÃO DE BOLSA GARANTIA - FOMENTAR",0.0,
201403,2014,Mar,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",N/A,N/A,,"DEDUÇÃO DE COMPENSAÇÃO FINANCEIRA PREVIDENCIÁRIA",0.0,
