ANOMES,ANOEXERCICIO,MES,NOMEORGAO,CNPJORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,RECEITAREALIZADA
201405,2014,Mai,"AG. GOIANA DE REG. CONT. E FISC. S.PUBL",3537650000169,Indireta,Executivo,5833.34,"ALIENACAO DE OUTROS BENS MOVEIS",
201405,2014,Mai,EMATER,13232306000115,Indireta,Executivo,166.66,"ALIENACAO DE OUTROS BENS MOVEIS",
201405,2014,Mai,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,500.0,"ALIENACAO DE OUTROS BENS MOVEIS",85554.0
201405,2014,Mai,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,487333.32,"ALIENACAO DE OUTROS BENS MOVEIS",1.31902393E7
201405,2014,Mai,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,500.0,"ALIENACAO DE OUTROS BENS MOVEIS",85554.0
201405,2014,Mai,"FUNDO CAP. SERV. E MOD. - FUNCAM",13301077000143,Direta,Executivo,477666.66000000003,"ALIENACAO DE OUTROS BENS MOVEIS",
201405,2014,Mai,"FUNDO DE FOM. AO DESENV. ECON.E SOCIAL",3280530000129,Direta,Executivo,,"ALIENACAO DE OUTROS BENS MOVEIS",0.0
201405,2014,Mai,"FUNDO DE MODERNIZACAO DO MINIST PUBLICO",7004223000176,Direta,N/A,2000.0,"ALIENACAO DE OUTROS BENS MOVEIS",
201405,2014,Mai,"FUNDO PENINT. ESTADUAL - FUNPES",10879198000189,Direta,Executivo,,"ALIENACAO DE OUTROS BENS MOVEIS",290.0
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,2.325416667E7,"ALIENAÇÃO DE IMÓVEIS URBANOS",0.0
201405,2014,Mai,"ESTADO DE GOIAS - PODER LEGISLATIVO",,N/A,N/A,6166.66,ALUGUEIS,13839.2
201405,2014,Mai,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,54833.340000000004,ALUGUEIS,28176.54
201405,2014,Mai,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,33499.98,ALUGUEIS,73045.54000000001
201405,2014,Mai,"FUNDO ESP. DE REAPARELHAMENTO DO T.C.M.",6881263000133,Direta,Legislativo,6166.66,ALUGUEIS,3620.0
201405,2014,Mai,"FUNDO ESTADUAL DE CIENCIA E TECNOLOGIA",743928000166,Direta,Executivo,188833.34,ALUGUEIS,
201405,2014,Mai,"FUNDO MODERN. APRIMOR. FUNC. ASS. LEG.",7766390000154,Direta,Legislativo,,ALUGUEIS,10219.2
201405,2014,Mai,"FUNDO PENINT. ESTADUAL - FUNPES",10879198000189,Direta,Executivo,18166.66,ALUGUEIS,40986.1
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,193583.33000000002,"AMORTIZACAO DE EMPRESTIMOS",510452.2
201405,2014,Mai,"FUNDO ESP.DE GERACAO DE EMPREG.E RENDA",3198567000102,Direta,Executivo,8083.33,"AMORTIZACAO DE EMPRESTIMOS",
201405,2014,Mai,"FUNDO PART.A INDUSTRIALIZACAO-FOMENTAR",1460666000195,Direta,Executivo,50916.67,"AMORTIZACAO DE EMPRESTIMOS",0.0
201405,2014,Mai,FUNPRODUZIR,4352350000178,Direta,Executivo,134583.33000000002,"AMORTIZACAO DE EMPRESTIMOS",390168.32
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,193583.33000000002,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",510452.2
201405,2014,Mai,"FUNDO PART.A INDUSTRIALIZACAO-FOMENTAR",1460666000195,Direta,Executivo,50916.67,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",0.0
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,,"AMORTIZAÇÃO DE EMPRÉSTIMOS - FUNMINERAL",120283.88
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"AMORTIZAÇÃO DE EMPRÉSTIMOS - FUNMINERAL",120283.88
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,1819833.33,"ASSISTENCIA FARMACEUTICA",0.0
201405,2014,Mai,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,1819833.33,"ASSISTENCIA FARMACEUTICA",0.0
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,4026833.33,"ATENÇÃO DE MAC. AMBULATORIAL E HOSPITALAR",3101286.94
201405,2014,Mai,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,4026833.33,"ATENÇÃO DE MAC. AMBULATORIAL E HOSPITALAR",3101286.94
201405,2014,Mai,"FUNDO ESPECIAL DE SAUDE - FUNESA",544963000156,Direta,Executivo,4026833.33,"ATENÇÃO DE MAC. AMBULATORIAL E HOSPITALAR",
201405,2014,Mai,"ESTADO DE GOIAS - PODER LEGISLATIVO",,N/A,N/A,,"ATUALIZAÇÃO MONETÁRIA DA DIVIDA ATIVA NÃO TRIBUTARIA DE OUTRAS RECEITAS - PRINCIPAL",0.0
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,1022666.67,"BLOCO DE INVESTIMENTOS NA REDE DE SERVIÇOS DE SAUDE",0.0
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,6927250.0,"BOLSA GARANTIA FOMENTAR",7155685.22
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,6927250.0,"BOLSA GARANTIA FOMENTAR",7155685.22
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,87500.0,"COMERCIALIZACAO DE OUTROS PRODUTOS VEGETAIS",0.0
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,87500.0,"COMERCIALIZACAO DE OUTROS PRODUTOS VEGETAIS",0.0
201405,2014,Mai,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,,"COMPENSACAO FINANCEIRA PREVIDENCIARIA",420592.97000000003
201405,2014,Mai,"FUNDO FIN. PREV. MILITAR",18798607000124,Indireta,Executivo,83.33,"COMPENSACAO FINANCEIRA PREVIDENCIARIA",
201405,2014,Mai,"FUNDO PREVIDENCIÁRIO",18867918000106,Indireta,Executivo,83.33,"COMPENSACAO FINANCEIRA PREVIDENCIARIA",
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,101166.67,"CONCESSÃO DE EVENTOS ESPORTIVOS",32661.5
201405,2014,Mai,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,4416.67,"CONCESSÕES E PERMISSÕES DO FUNDER",22763.850000000002
201405,2014,Mai,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,,"CONTRATOS DIVIDA PUBLICA ESTADUAL EXTERNA",0.0
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,,"CONTRATOS DIVIDA PÚBLICA ESTADUAL INTERN",0.0
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,8.222508333E7,"CONTRIBUICAO PARA ASSISTENCIA HOSPITALAR INTEGRAL",7.725387284E7
201405,2014,Mai,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,8.222508333E7,"CONTRIBUICAO PARA ASSISTENCIA HOSPITALAR INTEGRAL",7.725387284E7
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,833.33,"CONTRIBUICAO PATRONAL - ATIVO MILITAR",0.0
201405,2014,Mai,"FUNDO FIN. PREV. MILITAR",18798607000124,Indireta,Executivo,833.33,"CONTRIBUICAO PATRONAL - ATIVO MILITAR",0.0
201405,2014,Mai,"FUNDO PREVIDENCIÁRIO",18867918000106,Indireta,Executivo,6666.67,"CONTRIBUICOES DE PENSIONISTA CIVIL",
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,208333.33000000002,"CONTRIBUICOES DE PENSIONISTA MILITAR",237827.09
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,2833333.33,"CONTRIBUICOES DE SERVIDOR INATIVO CIVIL",6190418.49
201405,2014,Mai,"GOIÁS PREVIDÊNCIA",11991625000189,Indireta,Executivo,,"CONTRIBUICOES DE SERVIDOR INATIVO CIVIL",2308895.82
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,6.036458333E7,"CONTRIBUICOES PREVIDENCIARIAS DO REGIME PROPRIO",6.120431801E7
201405,2014,Mai,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,,"CONTRIBUICOES PREVIDENCIARIAS DO REGIME PROPRIO",1.232600131E7
201405,2014,Mai,"FUNDO PREVIDENCIÁRIO",18867918000106,Indireta,Executivo,97083.33,"CONTRIBUICOES PREVIDENCIARIAS DO REGIME PROPRIO",661443.53
201405,2014,Mai,"FUNDO FIN. PREV. SERVIDOR",18867930000102,Indireta,Executivo,4.6302E7,"CONTRIBUICOES SOCIAIS",3.568146346E7
201405,2014,Mai,"FUNDO PREVIDENCIÁRIO",18867918000106,Indireta,Executivo,97166.67,"CONTRIBUICOES SOCIAIS",661443.53
201405,2014,Mai,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,,"CONTRIBUIÇÃO DO FOMENTAR/PRODUZIR LEI Nº 18.360/2013",0.0
201405,2014,Mai,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,,"CONTRIBUIÇÃO PATRONAL - ATIVO CIVIL",0.0
201405,2014,Mai,"FUNDO FIN. PREV. SERVIDOR",18867930000102,Indireta,Executivo,3.464041667E7,"CONTRIBUIÇÃO PATRONAL - ATIVO CIVIL",5.839852944E7
201405,2014,Mai,"FUNDO FIN. PREV. MILITAR",18798607000124,Indireta,Executivo,1.416666667E7,"CONTRIBUIÇÃO PATRONAL - ATIVO MILITAR",2.208825358E7
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,1.112E7,"CONTRIBUIÇÕES AO PROTEGE",1.158321706E7
201405,2014,Mai,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,,"CONTRIBUIÇÕES PARA REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO",233397.18
201405,2014,Mai,"FUNDO FIN. PREV. SERVIDOR",18867930000102,Indireta,Executivo,3.480708333E7,"CONTRIBUIÇÕES PARA REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO",5.979009225E7
201405,2014,Mai,"FUNDO PREVIDENCIÁRIO",18867918000106,Indireta,Executivo,333.33,"CONTRIBUIÇÕES PARA REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO",641329.52
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,4.897408333E7,"CONTRIBUIÇÕES SOCIAIS",8.275307253E7
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,4.897408333E7,"CONTRIBUIÇÕES SOCIAIS",8.275307253E7
201405,2014,Mai,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,,"CONTRIBUIÇÕES SOCIAIS",233397.18
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,8960166.67,"COTA - PARTE DA CONTRIBUICAO DO SALARIO EDUCACAO",8205403.71
201405,2014,Mai,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,8960166.67,"COTA - PARTE DA CONTRIBUICAO DO SALARIO EDUCACAO",8205403.71
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,7214333.33,"COTA PARTE DE COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS",6623122.26
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,1.6547616667E8,"COTA-PARTE DO FUNDO DE PARTICIPACAO DOS ESTADOS E DO DISTRITO FEDERAL",2.0924806078E8
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,664916.67,"COTA-PARTE DO FUNDO ESPECIAL DO PETROLEO - FEP",666233.6
201405,2014,Mai,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,664916.67,"COTA-PARTE DO FUNDO ESPECIAL DO PETROLEO - FEP",666233.6
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,18000.0,"Credito Especial de Investimento- Portege Goias- Lei 15.454/2005",67387.55
201405,2014,Mai,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,-1.012175E7,"DEDUCAO DA RECEITA TRIBUTARIA",0.0
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-4.9930550001E8,"DEDUCAO DA RECEITA TRIBUTARIA",0.0
201405,2014,Mai,"JUNTA COMERCIAL EST. GOIÁS - JUCEG",2088698000174,Indireta,Executivo,,"DEDUCAO DA RECEITA TRIBUTARIA",0.0
201405,2014,Mai,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,-325333.33,"DEDUCAO DA TRANSF. FINANCEIRA DO ICMS DESON. L.C. Nº 87/96 P/ FORMACAO DO FUNDEB",-325338.0
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-1115333.33,"DEDUCAO DE RECEITA IPI EXPORTAÇÃO PARA FORMAÇÃO DO FUNDEB",-1393153.45
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,-2832916.67,"DEDUÇAO DA RECEITA DE ITCD P/ FORMAÇÃO DO FUNDEB",-2892275.91
201405,2014,Mai,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,,"DEDUÇAO DE OUTRAS TAXAS PELO PODER DE POLICIA",0.0
201405,2014,Mai,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,,"DEDUÇAO DE OUTRAS TAXAS PELO PODER DE POLICIA",0.0
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-2832916.67,"DEDUÇAO DE RECEITA DE ITCD",-2940547.15
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"DEDUÇÃO  DE REMUNERAÇÃO DE DEPÓSITO DE RECURSOS NÃO VINCULADOS",0.0
201405,2014,Mai,EMATER,13232306000115,Indireta,Executivo,-22000.0,"DEDUÇÃO DA RECEITA AGROPECUÁRIA",
201405,2014,Mai,"AG. GOIANA DE DEFESA AGROPECUARIA",6064227000187,Indireta,Executivo,-317250.0,"DEDUÇÃO DA RECEITA CORRENTE",0.0
201405,2014,Mai,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,-1.012175E7,"DEDUÇÃO DA RECEITA CORRENTE",0.0
201405,2014,Mai,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,-4.9946358333E8,"DEDUÇÃO DA RECEITA CORRENTE",0.0
201405,2014,Mai,"FUNDO FIN. PREV. SERVIDOR",18867930000102,Indireta,Executivo,,"DEDUÇÃO DA RECEITA CORRENTE",0.0
201405,2014,Mai,"PROTEGE GOIAS",6084202000145,Direta,Executivo,-7699916.67,"DEDUÇÃO DA RECEITA CORRENTE",
201405,2014,Mai,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",3521741000106,Indireta,Executivo,-1500.0,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS",
201405,2014,Mai,EMATER,13232306000115,Indireta,Executivo,-1500.0,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS",
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-83.33,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE GRANDE PORTE",
201405,2014,Mai,EMATER,13232306000115,Indireta,Executivo,-333.33,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE MÉDIO PORTE",
201405,2014,Mai,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-333.33,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE MÉDIO PORTE",
201405,2014,Mai,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",3521741000106,Indireta,Executivo,-333.33,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE PEQUENO PORTE",
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,-333.33,"DEDUÇÃO DA RECEITA DA PRODUÇÃO ANIMAL E DERIVADOS DE PEQUENO PORTE",
201405,2014,Mai,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",3521741000106,Indireta,Executivo,-35000.0,"DEDUÇÃO DA RECEITA DE COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,-35000.0,"DEDUÇÃO DA RECEITA DE COMERCIALIZAÇÃO DE OUTROS PRODUTOS VEGETAIS",
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-833.33,"DEDUÇÃO DA RECEITA DE COMERCIALIZAÇÃO DE REFUGOS",
201405,2014,Mai,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-833.33,"DEDUÇÃO DA RECEITA DE COMERCIALIZAÇÃO DE REFUGOS",
201405,2014,Mai,EMATER,13232306000115,Indireta,Executivo,-16666.670000000002,"DEDUÇÃO DA RECEITA DE COMERCIALIZAÇÃO DE SEMENTES E MUDAS",
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-4.320866667E7,"DEDUÇÃO DA RECEITA DE IPVA",-4.411148771E7
201405,2014,Mai,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",3521741000106,Indireta,Executivo,-3750.0,"DEDUÇÃO DA RECEITA DE ROYALTIES DA COMERCIALIZAÇÃO DE CULTIVARES",
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,-30000.0,"DEDUÇÃO DA RECEITA DE SERVIÇOS DE CONSULTORIA, ASSISTÊNCIA TÉCNICA E ANÁLISE DE PROJETOS - APLICAÇÕES LIVRES",
201405,2014,Mai,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-30000.0,"DEDUÇÃO DA RECEITA DE SERVIÇOS DE CONSULTORIA, ASSISTÊNCIA TÉCNICA E ANÁLISE DE PROJETOS - APLICAÇÕES LIVRES",
201405,2014,Mai,EMATER,13232306000115,Indireta,Executivo,-17333.34,"DEDUÇÃO DA RECEITA DE SERVIÇOS DE HOSPEDAGEM E ALIMENTAÇÃO",
201405,2014,Mai,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,-2.6180383333E8,"DEDUÇÃO DA RECEITA DE TRANSFERENCIAS CONTITUCIONAIS AOS MUNICIPIOS - ICMS",-2.6577095838E8
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,-3.600725E7,"DEDUÇÃO DA RECEITA DE TRANSFERENCIAS CONTITUCIONAIS AOS MUNICIPIOS - IPVA",-3.675568343E7
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"DEDUÇÃO DAS CONTRIBUIÇÕES PREVIDENCIARIAS DO REGIME PROPRIO",-1.414223981E7
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,,"DEDUÇÃO DAS CONTRIBUIÇÕES SOCIAIS",-1.414223981E7
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"DEDUÇÃO DAS CONTRIBUIÇÕES SOCIAIS",-1.414223981E7
201405,2014,Mai,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,,"DEDUÇÃO DAS CONTRIBUIÇÕES SOCIAIS",-9864940.29
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-3.421058333E7,"DEDUÇÃO DAS PARTICIPAÇÕES NA RECEITA DA UNIAO",-4.5564688E7
201405,2014,Mai,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,-3.421058333E7,"DEDUÇÃO DAS PARTICIPAÇÕES NA RECEITA DA UNIAO",-4.5564688E7
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,,"DEDUÇÃO DAS RECEITAS DE ALUGUEIS",0.0
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,,"DEDUÇÃO DAS RECEITAS DE CAPITAL",0.0
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"DEDUÇÃO DAS RECEITAS DE CONTRIBUIÇÕES",0.0
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,-4.2485416666E8,"DEDUÇÃO DAS RECEITAS DE ICMS",-4.2529276916E8
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-4.2485416666E8,"DEDUÇÃO DAS RECEITAS DE ICMS",-4.2529276916E8
201405,2014,Mai,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,-4.1888608333E8,"DEDUÇÃO DAS RECEITAS DE ICMS",-4.2529276916E8
201405,2014,Mai,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,-4.604158333E7,"DEDUÇÃO DAS RECEITAS DE IMPOSTOS S/ PATRIMONIO E A RENDA",-4.705203486E7
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-4.604158333E7,"DEDUÇÃO DAS RECEITAS DE IMPOSTOS S/ PATRIMONIO E A RENDA",-4.705203486E7
201405,2014,Mai,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,-4.604158333E7,"DEDUÇÃO DAS RECEITAS DE IMPOSTOS S/ PATRIMONIO E A RENDA",-4.705203486E7
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,-4.2485416666E8,"DEDUÇÃO DAS RECEITAS DE IMPOSTOS S/ PRODUÇÃO E CIRCULAÇÃO",-4.2529276916E8
201405,2014,Mai,"FUNDO SOCIAL DE LOTERIA",4354889000166,Direta,Executivo,-5968083.33,"DEDUÇÃO DAS RECEITAS DE IMPOSTOS S/ PRODUÇÃO E CIRCULAÇÃO",
201405,2014,Mai,"PROTEGE GOIAS",6084202000145,Direta,Executivo,-5968083.33,"DEDUÇÃO DAS RECEITAS DE IMPOSTOS S/ PRODUÇÃO E CIRCULAÇÃO",0.0
201405,2014,Mai,"AG.GOIANA DE DESENV. RURAL E FUNDIARIO",3521741000106,Indireta,Executivo,-95000.0,"DEDUÇÃO DAS RECEITAS DE SERVIÇOS",
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-814333.34,"DEDUÇÃO DAS RECEITAS DE SERVIÇOS",-1328116.99
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,-3.453591667E7,"DEDUÇÃO DAS TRANSFERENCIAS CORRENTES",0.0
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,,"DEDUÇÃO DAS TRANSFERENCIAS DE CONVENIO DA UNIÃO E DE SUAS ENTIDADES",0.0
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"DEDUÇÃO DAS TRANSFERENCIAS DE CONVENIO DA UNIÃO E DE SUAS ENTIDADES",0.0
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,-3.453591667E7,"DEDUÇÃO DAS TRANSFERENCIAS INTERGOVENAMENTAIS",0.0
201405,2014,Mai,"ESTADO DE GOIAS",,N/A,N/A,,"DEDUÇÃO DE ALIENAÇÃO DE OUTROS BENS IMÓVEIS",0.0
201405,2014,Mai,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,,"DEDUÇÃO DE ALIENAÇÃO DE OUTROS BENS IMÓVEIS",0.0
201405,2014,Mai,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"DEDUÇÃO DE ALIENAÇÃO DE OUTROS BENS IMÓVEIS",0.0
